,Lat,Long
98,41.2411897,-77.00107860000001
99,47.7881528,-122.3087405
100,48.0517637,-122.1770818
101,41.606765,-71.980908
102,37.7808846,-90.4217895
103,42.5032991,-105.030289
104,18.4044833,75.1953934
105,39.2038918,-94.554677
106,27.1476449,88.3445765
107,49.895136,-97.13837439999999
108,38.2009055,-84.87328350000001
109,43.33873639999999,-75.78365889999999
110,41.6763545,-86.25198979999999
111,43.0040661,-115.2039579
112,48.8835848,-118.5995124
113,44.8107132,-73.0835582
114,34.5400242,-112.4685025
115,28.5552719,-82.3878709
116,38.1716447,-112.2704819
117,39.2720509,-76.73191609999999
118,42.6159285,-70.6619888
119,61.2180556,-149.9002778
120,52.2296756,21.0122287
121,40.7392236,-83.2538072
122,36.4851024,-82.5032035
123,41.4901024,-71.3128285
124,40.8509333,-73.9701381
125,42.7240732,-114.5186534
126,42.7240732,-114.5186534
127,33.4150485,-111.5495777
128,35.2336933,-88.6064373
129,35.2336933,-88.6064373
130,30.42130899999999,-87.2169149
131,34.2694474,-118.781482
132,44.8010763,-90.07929750000001
133,38.3500016,-104.7227546
134,51.0486151,-114.0708459
135,41.6763545,-86.25198979999999
136,39.768403,-86.158068
137,44.76111,-123.095
138,35.3859242,-94.39854749999999
139,34.2073196,-84.14019259999999
140,34.6176032,-89.96870109999999
141,50.864612,0.255234
142,29.4607876,-95.0513172
143,35.2706372,-86.1280417
144,40.7127753,-74.0059728
145,42.41676349999999,-71.68290809999999
146,42.41676349999999,-71.68290809999999
147,34.1808392,-118.3089661
148,34.1808392,-118.3089661
149,34.1808392,-118.3089661
150,39.768403,-86.158068
151,37.9811576,-88.3292103
152,29.4241219,-98.49362819999999
153,38.7071247,-121.2810611
154,39.04444489999999,-95.3946967
155,49.7275202,-112.6179093
156,39.7083789,-91.35848159999999
157,39.5296329,-119.8138027
158,45.3080154,-92.96312950000001
159,35.9606384,-83.9207392
160,37.8043637,-122.2711137
161,34.1659795,-81.3498211
162,37.5735867,-113.7191329
163,34.0555693,-117.1825381
164,34.0922335,-117.435048
165,43.5278546,-71.4703509
166,34.0194543,-118.4911912
167,35.1359386,-114.5285981
168,35.2784173,-93.1337856
169,36.8815031,-81.7620635
170,36.8815031,-81.7620635
171,36.1699412,-115.1398296
172,47.3223221,-122.3126222
173,38.4021359,-122.8238806
174,35.79154,-78.7811169
175,40.8690101,-74.20822860000001
176,35.2225668,-97.4394777
177,34.17098259999999,-80.794252
178,28.0352964,-82.3892596
179,32.7376001,-101.950992
180,41.404499,-80.39117850000001
181,40.9804999,-111.8874392
182,45.4432986,-93.58996200000001
183,33.9562149,-83.9879625
184,35.9606384,-83.9207392
185,38.2526647,-85.7584557
186,36.0395247,-114.9817213
187,35.612661,-77.3663538
188,42.8125246,-86.01865099999999
189,47.7510741,-120.7401385
190,45.4831849,-118.8299848
191,40.08184809999999,-79.8898816
192,43.8970929,-78.86579119999999
193,41.404499,-80.39117850000001
194,30.3960318,-88.88530779999999
195,49.2488091,-122.9805104
196,44.977753,-93.2650108
197,31.9678611,-110.2945174
198,40.666149,-89.5800978
199,36.4348166,-95.5194205
200,36.3134397,-82.3534727
201,33.8169366,-118.0368507
202,36.1699412,-115.1398296
203,41.7658043,-72.6733723
204,52.056736,1.14822
205,31.2524566,-89.83542829999999
206,34.6890095,-82.19566789999999
207,36.7282054,-76.5835621
208,27.9094665,-82.7873244
209,39.445723,-123.8052935
210,42.9963758,21.944034
211,41.525031,-88.0817251
212,28.5999998,-81.33923519999999
213,35.5950581,-82.5514869
214,27.9658533,-82.8001026
215,34.1321631,-84.30066599999999
216,31.9635074,-83.7823938
217,40.3356483,-75.9268747
218,48.1987118,-122.1251418
219,39.02756,-84.7241133
220,28.0394654,-81.9498042
221,40.5556484,-75.98187720000001
222,47.5403732,-122.6362492
223,39.2720509,-76.73191609999999
224,45.6355146,-122.55783
225,45.815695,-122.7028953
226,40.071222,-74.86488729999999
227,48.17398619999999,-122.5282138
228,40.3133697,-88.9736901
229,44.2998485,-120.8344664
230,29.8439828,-81.2711546
231,46.0038232,-112.5347775
232,30.5476941,-88.1752796
233,45.1689375,-69.3844783
234,30.267153,-97.7430608
235,47.2570403,-122.7584663
236,44.52634219999999,-109.0565308
237,41.8003049,-73.1211715
238,43.6106237,-72.9726065
239,46.9676426,-119.0397305
240,36.1988592,-115.1175013
241,41.8714865,-72.3686931
242,41.8714865,-72.3686931
243,41.5623209,-72.6506488
244,26.1420358,-81.7948103
245,40.16342789999999,-76.3949614
246,42.245926,-71.90868429999999
247,36.1539816,-95.99277500000001
248,56.6653019,22.4921689
249,41.6570445,-70.3500545
250,43.8970929,-78.86579119999999
251,40.9804999,-111.8874392
252,41.3711906,-75.7349143
253,34.8790492,-76.9013301
254,40.3156253,-79.83115819999999
255,48.00611000000001,0.199556
256,39.9831616,-75.8238355
257,41.28406349999999,-73.4975412
258,40.9009313,-73.3431727
259,38.1200538,-86.9141607
260,20.653407,-105.2253316
261,45.80833,-121.90639
262,40.3641184,-111.73854
263,39.114053,-94.6274636
264,37.2709704,-79.9414266
265,30.919073,75.857074
266,43.2327824,-100.8534779
267,35.0526641,-78.87835849999999
268,40.5580945,-90.03511669999999
269,47.4668384,-122.3405305
270,38.50506,-86.016919
271,35.3859242,-94.39854749999999
272,40.8485564,-111.9068824
273,28.18779,-82.73954540000001
274,40.8485564,-111.9068824
275,36.4348166,-95.5194205
276,28.5383355,-81.3792365
277,28.0394654,-81.9498042
278,42.9096911,-73.8951486
279,26.1224386,-80.13731740000001
280,40.0149856,-105.2705456
281,33.5386523,-112.1859866
282,41.6435514,-93.47508359999999
283,49.1380399,-97.24231499999999
284,29.7604267,-95.3698028
285,34.134728,-116.3130661
286,51.069358,0.689122
287,40.8690101,-74.20822860000001
288,42.2887222,-79.1322744
289,51.0892428,-115.3597129
290,61.5813889,-149.4394444
291,37.6656527,-82.7715486
292,33.4941704,-111.9260519
293,42.1695296,-75.12933509999999
294,37.9811576,-88.3292103
295,40.7607793,-111.8910474
296,41.6972996,-72.7228293
297,41.0771914,-73.4686858
298,35.7112642,-78.61417089999999
299,41.15783769999999,-80.08867029999999
300,40.09944249999999,-74.9325683
301,39.4928235,-74.5596879
302,33.4941704,-111.9260519
303,42.1959798,-73.362008
304,27.8428025,-82.6995443
305,44.7635717,-91.27709929999999
306,42.3149367,-83.03636329999999
307,32.715738,-117.1610838
308,26.6359009,-80.0961538
309,33.1580933,-117.3505939
310,47.6732281,-117.2393748
311,32.715738,-117.1610838
312,40.7607793,-111.8910474
313,39.8295563,-75.5343681
314,30.4514677,-91.18714659999999
315,35.4817431,-86.0885993
316,43.15657789999999,-77.6088465
317,61.3888889,-149.4819445
318,33.9204354,-80.3414693
319,37.9577016,-121.2907796
320,45.5122308,-122.6587185
321,37.700638,-83.97381299999999
322,44.4488805,-88.0603806
323,39.6001132,-75.94133269999999
324,41.39091390000001,-72.8595447
325,40.3382543,-74.585292
326,38.1801605,-0.8710884
327,43.7764258,-79.2317521
328,38.88523780000001,-121.9695801
329,40.5070087,-111.4133234
330,35.6178951,-82.3212302
331,40.72815749999999,-74.0776417
332,41.8272684,-86.3611248
333,47.2789896,-122.2520647
334,43.653226,-79.3831843
335,44.9591352,-89.6301221
336,36.1699412,-115.1398296
337,38.682219,-104.7008056
338,38.6617205,-86.45165569999999
339,38.440429,-122.7140548
340,39.785043,-85.7694226
341,40.5981867,-124.1572756
342,40.5852602,-105.084423
343,39.9525839,-75.1652215
344,41.4914236,-87.6744891
345,40.7607793,-111.8910474
346,41.49932,-81.6943605
347,39.785043,-85.7694226
348,41.5053178,-82.02820009999999
349,39.0997265,-94.5785667
350,33.0314508,-111.3873431
351,46.0038232,-112.5347775
352,37.9811576,-88.3292103
353,42.5291989,-85.8553031
354,30.267153,-97.7430608
355,42.2347434,-88.94899120000001
356,28.5691677,-81.5439619
357,47.5796808,9.1671277
358,41.4475686,-71.524667
359,36.7682088,-76.2874927
360,28.0344621,-80.5886646
361,39.785043,-85.7694226
362,37.9811576,-88.3292103
363,33.0314508,-111.3873431
364,61.2180556,-149.9002778
365,39.785043,-85.7694226
366,40.75839,-82.5154471
367,41.2372753,-82.119872
368,36.7682088,-76.2874927
369,27.937801,-82.2859247
370,27.937801,-82.2859247
371,37.5407246,-77.4360481
372,38.3565773,-121.9877444
373,35.6334712,-80.1158813
374,34.4442547,-85.7196893
375,36.385415,-79.959485
376,33.6177725,-114.5882607
377,35.0843859,-106.650422
378,47.1953976,-120.9392489
379,49.1658836,-123.9400648
380,33.4483771,-112.0740373
381,48.7519112,-122.4786854
382,-33.137551,81.826172
383,39.6136578,-86.10665259999999
384,35.5316576,-81.0295793
385,34.4359361,-83.10681799999999
386,38.0049214,-121.805789
387,41.3542395,-72.164816
388,46.98318219999999,-120.4170102
389,44.3243357,-70.5736688
390,32.2226066,-110.9747108
391,45.5122308,-122.6587185
392,39.7102023,-104.2233886
393,33.7514966,-84.7477136
394,61.2180556,-149.9002778
395,48.7519112,-122.4786854
396,36.7377981,-119.7871247
397,37.6624312,-121.8746789
398,27.8772463,-97.3238805
399,34.7370639,-82.25428339999999
400,44.0520691,-123.0867536
401,27.2730492,-80.3582261
402,43.653226,-79.3831843
403,36.5951059,-82.18874439999999
404,36.5951059,-82.18874439999999
405,35.6740477,-77.6399741
406,42.3250896,-72.64120129999999
407,39.6612134,-76.88497819999999
408,53.544389,-113.4909267
409,33.7742692,-117.9379952
410,37.9577016,-121.2907796
411,34.2257255,-77.9447102
412,38.81144,-90.8529107
413,43.3665007,-124.2178903
414,45.6355146,-122.55783
415,47.41408209999999,-91.24619849999999
416,37.389516,-5.99625
417,41.8781136,-87.6297982
418,41.7605849,-88.32007150000001
419,44.6496868,-93.24271999999999
420,36.1699412,-115.1398296
421,37.9811576,-88.3292103
422,37.4128281,-76.5025742
423,35.0977221,-76.71436589999999
424,43.5788175,-116.55978
425,34.134728,-116.3130661
426,33.9165623,-78.16110599999999
427,35.8071028,-77.3788558
428,33.7489954,-84.3879824
429,29.1871986,-82.14009229999999
430,42.8621042,-112.4506191
431,45.6769979,-111.0429339
432,44.2998485,-120.8344664
433,38.291859,-122.4580356
434,42.13565,-71.970074
435,41.28406349999999,-73.4975412
436,41.8781136,-87.6297982
437,30.2735323,-91.8992837
438,37.3382082,-121.8863286
439,42.5916836,-88.4334301
440,47.6587802,-117.4260465
441,45.4887993,-122.8013332
442,32.7947731,-116.9625269
443,41.8781136,-87.6297982
444,35.3165257,-81.17618949999999
445,37.3021632,-120.4829677
446,39.5355374,-76.7280664
447,41.9212066,-73.0601078
448,43.0481221,-76.14742439999999
449,29.7604267,-95.3698028
450,47.30732279999999,-122.2284532
451,26.674793,-81.8150845
452,41.5542603,-74.4396014
453,32.6959643,-97.6022471
454,27.950575,-82.4571776
455,28.5383355,-81.3792365
456,37.9811576,-88.3292103
457,38.7521235,-121.2880059
458,38.9582307,-122.6263728
459,39.1112168,-77.8338839
460,39.2401735,-76.6806441
461,41.6062042,-73.11833969999999
462,40.448208,-122.2977815
463,43.2122851,-77.4299939
464,38.2526647,-85.7584557
465,40.862585,-76.79441039999999
466,30.4514677,-91.18714659999999
467,35.4428512,-84.5929898
468,28.0894599,-80.5656079
469,33.2856687,-86.8099885
470,40.6431591,-73.6956864
471,41.1792258,-73.1894384
472,35.1681798,-106.3664171
473,27.7676008,-82.64029149999999
474,35.0526641,-78.87835849999999
475,32.3717248,-112.8607099
476,26.6617635,-80.2683571
477,42.5584218,-71.2689461
478,37.9322662,-87.8950267
479,53.53234029999999,8.1068722
480,40.0581205,-82.4012642
481,45.5200114,-122.9365835
482,40.3697905,-80.63396379999999
483,40.3697905,-80.63396379999999
484,30.0799405,-95.41716009999999
485,48.9276179,-122.3215465
486,39.766098,-105.0772063
487,39.1031182,-84.5120196
488,42.240872,-83.2696509
489,45.6355146,-122.55783
490,38.7170349,-76.6007915
491,30.6332618,-97.6779842
492,33.4487257,-84.4549262
493,27.9094665,-82.7873244
494,37.63909719999999,-120.9968782
495,43.8194703,-84.7686281
496,28.5383355,-81.3792365
497,43.7386598,-83.9647009
498,45.6216318,-94.2069365
499,47.9789848,-122.2020795
500,44.01647089999999,-69.1989341
501,35.4917053,-105.6752935
502,47.9789848,-122.2020795
503,27.0997775,-82.4542632
504,42.382338,-123.4670077
505,47.1953976,-120.9392489
506,45.5122308,-122.6587185
507,41.6578767,-72.36591609999999
508,-43.5629504,172.7161307
509,38.6837271,-77.260261
510,30.505198,-97.8202888
511,47.4796927,-122.2079218
512,39.3822537,-74.6166192
513,40.7607793,-111.8910474
514,46.275111,-122.9076141
515,42.8952663,-96.19529999999999
516,33.4734978,-82.0105148
517,47.2356536,-122.5504041
518,35.77895650000001,-87.46695869999999
519,43.100903,-75.232664
520,36.4072485,-105.5730665
521,41.9721816,-71.4061876
522,37.1769874,-87.06305189999999
523,35.0795244,-106.3878905
524,34.769536,-92.2670941
525,40.0378755,-76.3055144
526,33.3784946,-111.7256404
527,38.3500016,-104.7227546
528,37.8239167,-96.2891703
529,39.0638705,-108.5506486
530,42.09868669999999,-75.91797380000001
531,40.1983884,-83.0100987
532,43.6150186,-116.2023137
533,42.6159285,-70.6619888
534,28.6418949,-81.12365439999999
535,33.6633573,-116.3100095
536,42.47094370000001,-70.91755619999999
537,61.2180556,-149.9002778
538,27.950575,-82.4571776
539,40.735657,-74.1723667
540,34.0522342,-118.2436849
541,37.6688205,-122.0807964
542,42.3764852,-71.2356113
543,47.4956579,-121.7867775
544,34.7464809,-92.28959479999999
545,42.5294773,-83.7802214
546,38.7509488,-77.47526669999999
547,45.5970077,-122.992888
548,-2.1709979,-79.9223592
549,29.4241219,-98.49362819999999
550,38.8403909,-77.42887689999999
551,47.7881528,-122.3087405
552,44.4563579,-89.5440069
553,42.8597241,-89.5381766
554,41.8650534,-80.7898089
555,39.1731621,-77.2716502
556,32.8270851,-93.8451793
557,33.3593407,-111.4500302
558,39.4060536,-105.4786412
559,33.6890603,-78.8866943
560,33.8709958,-79.7553451
561,34.4165505,-79.3711579
562,40.23981180000001,-76.9199742
563,42.2959267,-71.71284709999999
564,47.5301011,-122.0326191
565,36.1539816,-95.99277500000001
566,28.0836269,-80.60810889999999
567,42.5558381,-114.4700518
568,10.2992746,-85.83710579999999
569,38.0666735,-103.222708
570,39.1856597,-78.1633341
571,28.6277767,-81.36312439999999
572,26.9342246,-80.0942087
573,38.2686625,-122.07105
574,38.2686625,-122.07105
575,26.5628537,-81.9495331
576,40.1498283,-75.40185009999999
577,33.1259873,-81.34260689999999
578,40.3117706,-75.32517589999999
579,40.688432,-75.2207323
580,32.7947731,-116.9625269
581,41.5698966,-117.7854162
582,37.8671476,-121.6380069
583,32.4793551,-80.33482289999999
584,31.3280451,75.55657599999999
585,30.5072344,-88.2242084
586,47.2528768,-122.4442906
587,38.8338816,-104.8213634
588,43.5445959,-96.73110340000001
589,37.6879241,-122.4702079
590,41.6528052,-83.5378674
591,35.7344538,-81.3444573
592,35.8968236,-77.5358049
593,42.3472406,-89.03899559999999
594,47.3809335,-122.2348432
595,39.9525839,-75.1652215
596,35.974598,-77.9655406
597,35.2270869,-80.8431267
598,35.7720103,-87.78391289999999
599,30.3321838,-81.65565099999999
600,38.9784453,-76.4921829
601,47.5301011,-122.0326191
602,41.641717,-85.4166467
603,38.87084189999999,-94.1738345
604,38.37079749999999,-105.6879237
605,37.6241793,-104.7802645
606,38.8338816,-104.8213634
607,32.7554883,-97.3307658
608,40.2397986,-78.8350223
609,38.8338816,-104.8213634
610,47.6739881,-122.121512
611,36.7682088,-76.2874927
612,31.17129349999999,-84.7332527
613,39.4354087,-76.6123884
614,35.563363,-106.7705907
615,38.2544472,-104.6091409
616,38.2544472,-104.6091409
617,37.9452861,-104.8352628
618,41.42782570000001,-85.7524895
619,35.4675602,-97.5164276
620,31.9973456,-102.0779146
621,42.7653662,-71.46756599999999
622,38.2544472,-104.6091409
623,32.715738,-117.1610838
624,43.0605671,-88.1064787
625,42.9633599,-85.6680863
626,44.5405159,-90.0351302
627,32.630145,-83.6896285
628,46.28042000000001,-119.2751996
629,40.7933949,-77.8600012
630,33.3254215,-81.78789069999999
631,33.732052,-84.9191081
632,41.8781136,-87.6297982
633,33.1192068,-117.086421
634,39.957902,-75.3076883
635,36.8507689,-76.28587259999999
636,43.0389025,-87.9064736
637,41.844639,-76.5372625
638,29.9940924,-90.2417434
639,43.1435564,-93.3788108
640,46.6020711,-120.5058987
641,40.688432,-75.2207323
642,42.9814292,-70.9477546
643,43.4230306,-91.1990204
644,39.6417629,-77.71999319999999
645,45.4215296,-75.69719309999999
646,40.7607793,-111.8910474
647,40.4233142,-104.7091322
648,50.608277,-1.960769
649,40.0918895,-74.35874729999999
650,40.34448039999999,-86.6652821
651,28.5494447,-81.77285429999999
652,33.9806005,-117.3754942
653,34.6708977,-99.7712078
654,43.6150186,-116.2023137
655,38.60367120000001,-85.7744112
656,43.8970929,-78.86579119999999
657,31.7128683,-110.0675764
658,40.7607793,-111.8910474
659,39.4961458,-88.1761521
660,37.370474,128.3899769
661,26.6167555,-80.0684479
662,36.2960613,-119.1420517
663,39.6882116,-123.4827942
664,39.7589478,-84.1916069
665,42.3600825,-71.0588801
666,48.276577,-116.553465
667,34.3675936,-77.71054819999999
668,33.7700504,-118.1937395
669,33.5701965,-111.8864216
670,32.2236457,-110.9675528
671,36.8529263,-75.97798499999999
672,26.3107774,-80.25322489999999
673,34.5008311,-117.1858759
674,30.1896756,-82.6392899
675,40.53077760000001,-112.29828
676,35.2872952,-84.7582743
677,47.4234599,-120.3103494
678,30.3960318,-88.88530779999999
679,45.5122308,-122.6587185
680,41.636391,-72.21272549999999
681,28.0186323,-82.1128641
682,37.9746458,-122.5616448
683,41.05929099999999,-124.1431246
684,40.7607793,-111.8910474
685,37.9161326,-122.310765
686,36.8529263,-75.97798499999999
687,33.8671371,-87.1082564
688,43.15657789999999,-77.6088465
689,38.5337354,-77.8083266
690,44.6811687,-106.9920851
691,47.8423282,-83.40261079999999
692,42.9392363,-75.4610076
693,42.1014831,-72.589811
694,47.8423282,-83.40261079999999
695,39.1031182,-84.5120196
696,33.9616801,-118.3531311
697,38.9784453,-76.4921829
698,33.6292337,-112.3679279
699,33.8907278,-78.5683446
700,32.6400541,-117.0841955
701,38.4075666,-85.37884679999999
702,33.5178968,-83.73434429999999
703,36.548434,-82.5618186
704,39.7888604,-95.0924081
705,41.6062042,-73.11833969999999
706,48.5342662,-123.0171242
707,34.4208305,-119.6981901
708,43.6150186,-116.2023137
709,39.3698263,-76.4548626
710,44.7647329,-93.3591147
711,38.4278605,-82.457099
712,41.7001009,-71.4161671
713,40.5852602,-105.084423
714,44.840798,-93.2982799
715,40.7556561,-73.5876273
716,47.7881528,-122.3087405
717,45.4884699,-118.0029941
718,31.5604442,-91.40317100000001
719,44.8541544,-0.5722316
720,45.0380201,-93.3866185
721,30.3321838,-81.65565099999999
722,32.8492323,-109.7592479
723,39.9852617,-104.8205283
724,43.2228599,-71.0470077
725,30.3135288,-89.9431264
726,38.8338816,-104.8213634
727,33.7805388,-116.4668036
728,32.715738,-117.1610838
729,43.9695148,-99.9018131
730,38.4087993,-121.3716178
731,35.0843859,-106.650422
732,27.950575,-82.4571776
733,42.802808,-83.0129874
734,37.2317643,-79.8114761
735,44.39345710000001,-122.9848108
736,30.3321838,-81.65565099999999
737,44.3148443,-85.60236429999999
738,41.1399814,-104.8202462
739,35.0843859,-106.650422
740,47.5761382,-95.75167169999999
741,40.4162842,-120.6530063
742,27.950575,-82.4571776
743,47.7881528,-122.3087405
744,25.7616798,-80.1917902
745,47.9252568,-97.0328547
746,46.3237423,-120.0086538
747,48.118146,-123.4307413
748,45.5122308,-122.6587185
749,44.0581728,-121.3153096
750,44.0581728,-121.3153096
751,29.4241219,-98.49362819999999
752,41.9903519,-70.9750541
753,34.0522342,-118.2436849
754,26.6253497,-81.6248026
755,33.8752935,-117.5664384
756,34.0966764,-117.7197785
757,38.3708415,-97.66420869999999
758,48.28829469999999,-122.6484205
759,38.2544472,-104.6091409
760,38.3500016,-104.7227546
761,27.937801,-82.2859247
762,33.5206608,-86.80248999999999
763,37.5050118,-105.0077747
764,45.26178059999999,-111.3080244
765,39.48308970000001,-88.37282549999999
766,25.6660336,-80.357827
767,40.2983262,-74.618634
768,40.2067884,-75.099807
769,33.9830688,-118.096735
770,45.9635895,-66.6431151
771,33.9830688,-118.096735
772,26.1224386,-80.13731740000001
773,44.0520691,-123.0867536
774,36.74944000000001,-120.63806
775,36.8529263,-75.97798499999999
776,28.2489016,-81.2811801
777,41.9294736,-88.75036469999999
778,34.187044,-118.3812562
779,47.0073187,-122.9093063
780,33.4151843,-111.8314724
781,41.3775987,-71.82728709999999
782,26.5628537,-81.9495331
783,32.2226066,-110.9747108
784,51.584151,-2.997664
785,36.4615395,-77.6541464
786,37.104114,-119.3176258
787,41.0392638,-74.8087781
788,34.5862171,-94.23965539999999
789,34.5862171,-94.23965539999999
790,34.5862171,-94.23965539999999
791,39.1134458,-75.5418687
792,38.6056131,-86.101089
793,39.7294319,-104.8319195
794,33.952463,-117.5848025
795,46.146779,-122.9084445
796,42.43342579999999,-71.6078449
797,37.12605780000001,-122.1221869
798,42.2169686,-88.04952109999999
799,34.3058279,-118.4571974
800,34.1808392,-118.3089661
801,39.2190608,-121.0610606
802,34.6144313,-120.079868
803,37.3382082,-121.8863286
804,33.4151843,-111.8314724
805,32.9634373,-108.6135032
806,37.3868826,-120.7235329
807,40.3977612,-105.0749801
808,31.9992676,-106.6055478
809,32.810076,-107.9200368
810,35.6869752,-105.937799
811,26.6167555,-80.0684479
812,36.451693,-103.1841039
813,36.1699412,-115.1398296
814,36.1699412,-115.1398296
815,40.7265927,-115.5858953
816,33.7742692,-117.9379952
817,34.3608341,-117.6333884
818,43.6150186,-116.2023137
819,33.2558717,-116.375012
820,40.537357,-124.0606039
821,43.66293839999999,-116.6873596
822,32.715738,-117.1610838
823,44.2564588,-70.2561671
824,37.5949316,-120.9577098
825,39.36887309999999,-107.0328241
826,39.6417629,-77.71999319999999
827,33.4751634,-80.4864764
828,45.5579451,-94.16324039999999
829,39.9611755,-82.99879419999999
830,44.31123119999999,-124.1048418
831,37.68717609999999,-97.33005299999999
832,32.7554883,-97.3307658
833,-30.0346471,-51.2176584
834,36.9685219,-86.4808043
835,32.6537561,-83.7596295
836,43.6150186,-116.2023137
837,33.3061605,-111.8412502
838,40.7607793,-111.8910474
839,42.0806826,-122.716849
840,29.38747,-82.4467705
841,44.6365107,-123.1059282
842,38.646714,-90.34067999999999
843,40.09751079999999,-99.36204269999999
844,41.223,-111.9738304
845,40.7607793,-111.8910474
846,41.5796695,-73.5829689
847,37.7433757,-87.7039056
848,45.5579451,-94.16324039999999
849,39.7589478,-84.1916069
850,37.3382082,-121.8863286
851,32.715738,-117.1610838
852,31.8542511,-110.9937019
853,32.555556,-117.0470434
854,40.9805201,-75.1369804
855,38.6533445,-94.3488372
856,22.339037,114.204753
857,35.9798734,-78.50972279999999
858,33.5684605,-117.7262981
859,33.2889226,-117.2255903
860,27.9014133,-81.58590989999999
861,40.4167022,-86.87528689999999
862,33.2889226,-117.2255903
863,31.9575818,-110.955646
864,52.406374,16.9251681
865,39.473397,-82.73933629999999
866,30.3846821,-81.93871949999999
867,39.473397,-82.73933629999999
868,45.7310763,-94.4700031
869,39.896454,-82.4201539
870,33.2486638,-111.6342993
871,41.7033177,-93.05735330000002
872,34.1477849,-118.1445155
873,36.0420248,-94.2471515
874,41.4080327,-92.91640500000001
875,33.4483771,-112.0740373
876,44.811349,-91.4984941
877,38.8813958,-94.81912849999999
878,61.198032,-145.5527109
879,38.9938808,-105.0569301
880,34.8150907,-92.2243153
881,40.8020712,-124.1636729
882,42.5144566,-83.01465259999999
883,37.9715592,-87.5710898
884,43.653226,-79.3831843
885,38.6265124,-76.9105483
886,40.483871,-89.0283737
887,38.4087993,-121.3716178
888,42.8188308,-71.8513418
889,64.8377778,-147.7163888
890,38.3886931,-82.70266199999999
891,32.6923836,-82.5145752
892,36.2695388,-95.8547119
893,39.0275659,-83.91965200000001
894,17.5515346,-99.5006322
895,38.96367710000001,-84.0807664
896,39.3586748,-83.49880689999999
897,39.5807452,-104.8771726
898,44.2946833,-90.8515311
899,43.6236211,-71.6304407
900,33.8534421,-91.02788629999999
901,38.2975381,-122.286865
902,47.106401,-104.7107931
903,44.5133188,-88.0132958
904,44.5133188,-88.0132958
905,37.8364564,-86.06552169999999
906,35.382329,-85.1089368
907,34.0456549,-85.0560579
908,47.69320039999999,-114.1631275
909,42.4414273,-84.92415419999999
910,44.2266889,-79.453512
911,32.2226066,-110.9747108
912,43.9140162,-69.966996
913,34.4340385,-117.4346964
